Wahltermin,Titel,Vorname,Nachname,Jahrgang,Partei,Wahlkreis,Bundesland,Listenplatz
2009-09-27,,Stephan Ernst Johann,Mayer,1973,CSU,213,,
2009-09-27,,Markus,Meckel,1952,SPD,58,BB,9
2009-09-27,,Wolfgang,Meckelburg,1949,CDU,124,NW,25
2009-09-27,,Axel,Mehldau,1959,PIRATEN,,BB,1
2009-09-27,,Walter Heinrich Christian,Mehring,1926,Bündnis21/RRP,48,NI,4
2009-09-27,,Paul,Meichelböck,1960,DIE LINKE,257,,
2009-09-27,,Agnes,Meier,1965,FDP,243,BY,19
2009-09-27,,Edmund,Meier,1959,MLPD,,ST,8
2009-09-27,,Rolf,Meier,1967,DKP,84,BE,3
2009-09-27,,Sandy,Meier,1975,Tierschutzpartei,,BE,2
2009-09-27,,Wolfgang,Meier,1942,REP,,BW,3
2009-09-27,,Horst,Meierhofer,1972,FDP,233,BY,4
2009-09-27,,Andreas,Meihsies,1960,GRÜNE,38,NI,8
2009-09-27,,Patrick,Meinhardt,1966,FDP,272,BW,7
2009-09-27,,Wolfgang,Meischner,1954,ÖDP,234,BY,26
2009-09-27,,Ariane Christine,Meise,1960,NPD,98,NW,14
2009-09-27,Dr.,Michael,Meister,1961,CDU,188,HE,7
2009-09-27,,Roland Matthäus,Meister,1953,MLPD,,NW,12
2009-09-27,,Albert-Claus,Meisterjahn,1939,RENTNER,,NW,7
2009-09-27,,Peter,Meiwald,1966,GRÜNE,28,NI,12
2009-09-27,,Edgar Bernhard Willibald,Meixner,1964,FDP,232,BY,18
2009-09-27,,Thomas,Melber,1965,REP,,BW,19
2009-09-27,,Wilhelm Gerhard,Melchers,1964,FDP,11,SH,6
2009-09-27,,Thomas,Melchinger,1978,PIRATEN,260,,
2009-09-27,,Christine,Melo-Plath,1956,ÖDP,,BY,25
2009-09-27,,Volker,Menge,1962,Bündnis21/RRP,,HB,2
2009-09-27,,Karl,Mennicken-Martensen,1943,GRÜNE,282,,
2009-09-27,,Arend,Menssen,1966,FAMILIE,,BY,3
2009-09-27,,Dorothée Luise,Menzner,1965,DIE LINKE,52,NI,2
2009-09-27,,Lübbo,Meppen,1956,FDP,27,,
2009-09-27,,Monika Manuela Carmen,Merk,1963,DIE LINKE,79,,
2009-09-27,Dr.,Angela Dorothea,Merkel,1954,CDU,15,MV,1
2009-09-27,,Michael,Merkel,1987,,187,,
2009-09-27,,Petra,Merkel,1947,SPD,81,BE,2
2009-09-27,,Sabine,Merkelbach,1966,FDP,,HE,27
2009-09-27,Dr.,Robert,Mertel,1940,,221,,
2009-09-27,,Ulrike,Merten,1951,SPD,99,NW,22
2009-09-27,,Joseph Andreas,Mertens,1979,NPD,124,,
2009-09-27,,Bettina,Mertgen,1977,CDU,,HE,32
2009-09-27,,Ullrich,Meßmer,1954,SPD,168,HE,5
2009-09-27,,Heinz Dirk Karl,Metzner,1957,DIE LINKE,,NI,34
2009-09-27,,Barbara,Meyer,1978,MLPD,169,HE,2
2009-09-27,,Carsten,Meyer,1961,GRÜNE,,TH,4
2009-09-27,,Cora,Meyer,1979,NPD,33,,
2009-09-27,,Doris,Meyer,1957,CSU,,BY,25
2009-09-27,,Hartmut Heinrich Johann,Meyer,1956,ÖDP,,NI,1
2009-09-27,,Heike,Meyer,1962,CDU,,HE,25
2009-09-27,,Henry,Meyer,1986,BüSo,,BB,4
2009-09-27,,Jens Gerd,Meyer,1957,SPD,,SH,19
2009-09-27,,Jessica,Meyer,1978,CDU,,HB,5
2009-09-27,,Laurenz,Meyer,1948,CDU,146,NW,35
2009-09-27,,Maria,Meyer,1954,MLPD,,SH,1
2009-09-27,,Michael,Meyer,1976,NPD,28,,
2009-09-27,,Reinhardt Wilhelm,Meyer,1953,MLPD,118,,
2009-09-27,,Steffen-Werner,Meyer,1970,SPD,,SL,14
2009-09-27,,Torsten,Meyer,1956,DVU,,BE,1
2009-09-27,,Wolfgang,Meyer,1941,Volksabstimmung,,NW,7
2009-09-27,,Andrea Erika Gesche Elisabeth,Meyer-Garbe,1967,SPD,,NI,49
2009-09-27,,Leo,Meyer-Giesow,1970,ÖDP,218,BY,27
2009-09-27,,Joachim,Meyer-Heithius,1955,DIE LINKE,,NI,15
2009-09-27,,Bernd,Meyerding,1949,ÖDP,,HH,10
2009-09-27,,Axel,Michaelis,1965,NPD,236,BY,7
2009-09-27,,Ursula,Michalak,1952,CDU,,SH,18
2009-09-27,,Maria Ludwiga,Michalk,1949,CDU,157,SN,3
2009-09-27,Dr.,Marna,Michel,1966,CDU,,SH,23
2009-09-27,Dr.,Charlotte,Michel-Biegel,1952,GRÜNE,280,,
2009-09-27,,Hans,Michelbach,1949,CSU,238,BY,17
2009-09-27,,Matthäus,Michlbauer,1966,BüSo,,BY,12
2009-09-27,Dr.,Mathias,Middelberg,1964,CDU,40,NI,14
2009-09-27,,Andrea,Miehling,1984,BP,,BY,30
2009-09-27,Dr.,Matthias,Miersch,1968,SPD,48,NI,10
2009-09-27,,Walter,Mini,1952,DIE LINKE,223,BY,24
2009-09-27,,Wilhelm,Minschke,1943,FDP,156,,
2009-09-27,,Richard,Miosga,1944,NPD,,BE,9
2009-09-27,,Evmarie-Gertrud,Mischau,1958,MLPD,,BY,12
2009-09-27,,Reinhard,Mischuda,1951,REP,,BB,3
2009-09-27,,Günter,Miß,1954,ÖDP,228,BY,28
2009-09-27,,Philipp,Mißfelder,1979,CDU,122,NW,16
2009-09-27,,Kim-Sun,Mo,1978,PIRATEN,,RP,6
2009-09-27,,Kerstin,Mock-Hofeditz,1966,GRÜNE,,SH,11
2009-09-27,,Mona,Model,1983,FDP,,HE,35
2009-09-27,,Klaus-Dieter Alfred August,Möhle,1952,GRÜNE,56,HB,2
2009-09-27,,Cornelia,Möhring,1960,DIE LINKE,5,SH,1
2009-09-27,Dr.,Oliver,Möllenstädt,1978,FDP,56,HB,2
2009-09-27,,Katrin,Möller,1967,DIE LINKE,,BE,11
2009-09-27,,Kornelia,Möller,1961,DIE LINKE,228,BY,3
2009-09-27,,Michael,Möller,1962,ZENTRUM,,NW,2
2009-09-27,,Olaf,Möller,1962,GRÜNE,194,,
2009-09-27,,Silke,Möller,1966,,192,,
2009-09-27,,Jan,Mönikes,1970,SPD,265,,
2009-09-27,,Frank,Mörsch,1971,CDU,,RP,21
2009-09-27,,Edith,Mörtel,1954,DIE VIOLETTEN,,BY,4
2009-09-27,,Doris,Moezer,1948,DIE VIOLETTEN,,BY,7
2009-09-27,,Ursula,Mogg,1953,SPD,200,RP,10
2009-09-27,,Hans-Jürgen Wilhelm,Mohme,1940,Bündnis21/RRP,,NI,10
2009-09-27,,Sebastian,Mohr,1982,PIRATEN,,BY,10
2009-09-27,Dr.,Rita-Maria Marianne Margareta Luzia,Mohr-Lüllmann,1957,CDU,55,HB,3
2009-09-27,,Claus,Mohrmann,1969,FDP,57,BB,4
2009-09-27,,Christoph,Mohs,1971,BüSo,,BW,2
2009-09-27,,Hubertus,Mohs,1939,BüSo,258,BW,3
2009-09-27,,Helga Gabriele,Molitor,1962,FDP,93,NW,18
2009-09-27,,Dominik,Moll,1982,SPD,,SL,18
2009-09-27,,Viola,Moll,1952,CDU,,BW,52
2009-09-27,,Dietrich,Monstadt,1957,CDU,13,MV,4
2009-09-27,,Jerzy,Montag,1947,GRÜNE,220,BY,6
2009-09-27,,Monika,Moritz,1952,SPD,,SL,27
2009-09-27,,Adrian,Mork,1967,GRÜNE,146,,
2009-09-27,,Marlene,Mortler,1955,CSU,246,BY,10
2009-09-27,,Volker Peter,Mosblech,1955,CDU,117,NW,49
2009-09-27,,Christian,Moser,1977,CSU,,BY,24
2009-09-27,Dr.,Albrecht,Moslehner,1956,FDP,123,,
2009-09-27,,Rudolf,Motter,1951,DVU,,NW,5
2009-09-27,,Daniel,Mouratidis,1977,GRÜNE,264,,
2009-09-27,,Niema,Movassat,1984,DIE LINKE,118,NW,8
2009-09-27,,Holger,Mrosek,1971,GRÜNE,114,,
2009-09-27,,Jan,Mücke,1973,FDP,161,SN,1
2009-09-27,,Mark,Mühlbeyer,1986,CDU,,BW,50
2009-09-27,Dr.,Otto Stephan,Mühleck,1953,ÖDP,,BW,3
2009-09-27,,Christine,Mühler-Aumann,1954,PBC,,BW,5
2009-09-27,,Daniel,Mühlhäuser,1977,PBC,,BY,3
2009-09-27,,Jan,Mühlmann-Skupien,1968,FDP,63,BB,9
2009-09-27,,Marko,Mühlstein,1974,SPD,67,ST,4
2009-09-27,,Adrian,Müller,1974,PIRATEN,,SH,2
2009-09-27,,Alexander,Müller,1969,FDP,178,HE,14
2009-09-27,Dr.,Alice,Müller,1976,CDU,,HE,22
2009-09-27,,Andreas,Müller,1964,DIE LINKE,,HE,10
2009-09-27,,Andreas,Müller,1959,DIE LINKE,89,,
2009-09-27,,Anja,Müller,1973,DIE LINKE,190,TH,7
2009-09-27,Dr.,Axel,Müller,1944,GRÜNE,57,,
2009-09-27,,Bernhard,Müller,1951,DIE LINKE,20,,
2009-09-27,,Carsten,Müller,1970,CDU,51,NI,20
2009-09-27,,Detlef,Müller,1964,SPD,163,SN,9
2009-09-27,,Farid,Müller,1962,GRÜNE,19,,
2009-09-27,Dr.,Gerd,Müller,1955,CSU,256,BY,11
2009-09-27,,Hans,Müller,1952,BüSo,,HE,3
2009-09-27,,Heiko,Müller,1972,PIRATEN,,RP,2
2009-09-27,Dr.,Josef,Müller,1954,SPD,,BY,54
2009-09-27,,Kerstin,Müller,1963,GRÜNE,96,NW,9
2009-09-27,,Klaus,Mueller,1980,PIRATEN,,BY,2
2009-09-27,,Marcus,Müller,1972,NPD,155,,
2009-09-27,,Michael,Müller,1948,SPD,107,NW,20
2009-09-27,,Nadine,Müller,1983,CDU,298,SL,3
2009-09-27,,Nikolas,Müller,1947,RENTNER,,NW,1
2009-09-27,,Petra,Müller,1960,FDP,88,NW,14
2009-09-27,,Roland,Müller,1941,NPD,293,,
2009-09-27,,Stefan,Müller,1975,CSU,242,BY,9
2009-09-27,,Thomas,Müller,1954,ÖDP,,BY,5
2009-09-27,,Tino,Müller,1978,NPD,18,MV,2
2009-09-27,,Veit-Harald,Müller,1941,MLPD,182,HE,1
2009-09-27,,Vincent,Müller,1990,GRÜNE,195,TH,5
2009-09-27,,Beate,Müller-Gemmeke,1960,GRÜNE,289,BW,5
2009-09-27,,Esther,Müller-Horn,1968,MLPD,,NW,18
2009-09-27,,Kai,Müller-Horn,1944,MLPD,107,,
2009-09-27,,Wolfgang,Müller-Kallweit,1967,CDU,24,HH,6
2009-09-27,,Renate,Müller-Loennies,1944,CDU,,SH,27
2009-09-27,,Burkhardt,Müller-Sönksen,1959,FDP,21,HH,1
2009-09-27,,Michael,Münch,1969,DVU,,HE,1
2009-09-27,,Hans-Joachim,Münd,1962,REP,,HE,9
2009-09-27,,Arno,Münster,1956,SPD,,HH,7
2009-09-27,,Franz,Müntefering,1940,SPD,,NW,1
2009-09-27,,Susanne,Münz,1967,,58,,
2009-09-27,,Volkmar,Münz,1965,,18,,
2009-09-27,Dr.,Rolf,Mützenich,1959,SPD,96,NW,67
2009-09-27,,Marc,Mulia,1969,DIE LINKE,116,NW,12
2009-09-27,,Gesine,Multhaupt,1963,SPD,28,NI,21
2009-09-27,,Margit,Munk,1984,CSU,,BY,30
2009-09-27,,Enno,Munzel,1990,,80,,
2009-09-27,Dr.,Philipp,Murmann,1964,CDU,6,SH,10
2009-09-27,,Michael,Musil,1947,GRÜNE,205,,
2009-09-27,,Özcan,Mutlu,1968,GRÜNE,,BE,4
2009-09-27,,Ralf,Mynter,1960,NPD,251,,
2009-09-27,,Georg,Nägle,1964,,84,,
2009-09-27,,Christof,Nagel,1986,CDU,,BW,47
2009-09-27,,Erich,Nagel,1941,,31,,
2009-09-27,,Otto,Nagel,1942,NPD,263,,
2009-09-27,,Mike,Nagler,1978,DIE LINKE,154,SN,12
2009-09-27,,Andrea,Nahles,1970,SPD,199,RP,1
2009-09-27,,Renate,Narayan,1943,ÖDP,132,,
2009-09-27,,Jürgen,Nass,1973,,270,,
2009-09-27,,Traugott,Nassauer,1949,MLPD,,RP,2
2009-09-27,,Denny,Naterski,1980,NPD,,NI,6
2009-09-27,,Kersten,Naumann,1958,DIE LINKE,191,TH,3
2009-09-27,,Peter,Naumann,1952,NPD,162,,
2009-09-27,,Ralph Otto,Naumann,1961,,84,,
2009-09-27,,Horst-Bruno,Nehring,1946,PBC,,BW,6
2009-09-27,,Alexander,Neidlein,1975,NPD,291,,
2009-09-27,,Wolfgang,Neskovic,1948,DIE LINKE,65,BB,4
2009-09-27,,Ingrid,Nestle,1977,GRÜNE,1,SH,1
2009-09-27,,Günther,Nestmann,1943,REP,,BE,4
2009-09-27,,Mona,Neubaur,1977,GRÜNE,107,,
2009-09-27,,Reinhard,Neudorfer,1946,DIE LINKE,264,BW,10
2009-09-27,,Anton,Neumaier,1947,BP,,BY,31
2009-09-27,,Bernd Otto,Neumann,1942,CDU,56,HB,1
2009-09-27,,Björn,Neumann,1978,DVU,,HH,2
2009-09-27,,Jürgen,Neumann,1945,NPD,47,,
2009-09-27,Prof. Dr.,Martin,Neumann,1956,FDP,65,BB,2
2009-09-27,Dr.,Peter,Neumann,1956,CDU,,BW,54
2009-09-27,,Reiner,Neumann,1971,GRÜNE,116,NW,28
2009-09-27,,Ute Vibeke,Neumann,1954,,46,,
2009-09-27,,Anja,Neumayer,1976,BP,,BY,32
2009-09-27,Dr.,Franz Josef,Neumayer,1953,FDP,,BY,40
2009-09-27,,Andreas,Neuner,1968,FDP,244,BY,38
2009-09-27,,Thomas Ulrich,Neuschwander,1965,FAMILIE,,SL,2
2009-09-27,,Jürgen,Ney,1940,REP,,NW,8
2009-09-27,,Narziss,nianur,1964,MLPD,,HH,4
2009-09-27,,Vera,niazi-Shahabi,1950,DIE LINKE,22,,
2009-09-27,,Erika,nickel,1950,CDU,,RP,32
2009-09-27,,Margarete,nickel,1946,FAMILIE,209,RP,1
2009-09-27,,Otto Lothar,nickel,1937,FAMILIE,,RP,8
2009-09-27,,Gabriele Monika Karin,nicklis,1957,PBC,,RP,4
2009-09-27,,Reinhard Erich,nickoleit,1947,Bündnis21/RRP,,BY,20
2009-09-27,,Dirk,niebel,1963,FDP,274,BW,2
2009-09-27,,Josef,niederländer,1950,CM,,BY,4
2009-09-27,,Franz,niedermayr,1960,FDP,215,BY,35
2009-09-27,,Kornelia,niedermeier,1965,Volksabstimmung,,BW,3
2009-09-27,,Gerd,nier,1947,DIE LINKE,54,NI,8
2009-09-27,,Dietmar,nietan,1964,SPD,91,NW,11
2009-09-27,,Werner,niggemann,1949,MLPD,,HH,5
2009-09-27,,Manfred,nink,1950,SPD,204,RP,7
2009-09-27,,Ulrike,nissen,1959,SPD,183,HE,20
2009-09-27,,Valérie Vivienne,nitsche,1963,GRÜNE,,NW,31
2009-09-27,,Inga,nitz,1979,DIE LINKE,56,,
2009-09-27,,Franz,Noffke,1951,REP,237,,
2009-09-27,,Michaela,Noll,1959,CDU,105,NW,18
2009-09-27,,Maren,Noller,1978,FDP,,HB,3
2009-09-27,,Veronika,Nolte,1955,SPD,,NW,62
2009-09-27,,Thomas,Nord,1957,DIE LINKE,64,BB,2
2009-09-27,Dr.,Konstantin,Notz von,1971,GRÜNE,10,SH,2
2009-09-27,,Dominique Julien,Nou,1987,SPD,,BY,52
2009-09-27,,Omid,Nouripour,1975,GRÜNE,183,HE,2
2009-09-27,,Janus,Nowak,1978,NPD,260,BW,2
2009-09-27,,Kim,Nowak,1983,REP,176,,
2009-09-27,Dr.,Hannedore,Nowotny,1952,SPD,246,BY,28
2009-09-27,,Peter Willy,Nürnberger,1949,NPD,,TH,1
2009-09-27,Dr.,Arnulf,Nüßlein,1937,GRÜNE,39,,
2009-09-27,Dr.,Georg,Nüßlein,1969,CSU,255,,
2009-09-27,,Joachim,Numberger,1959,REP,,BW,15
2009-09-27,,Erich Volker,Oberhausen,1959,CDU,,SL,22
2009-09-27,Dr.,Hans Günther,Oberlack,1956,FDP,,BB,10
2009-09-27,,Franz,Obermeier,1946,CSU,215,,
2009-09-27,,Marc-Ernst,Oberscheid,1962,FDP,294,BW,36
2009-09-27,,Monika,Obieray,1952,GRÜNE,,SH,5
2009-09-27,,Tanja,Och,1974,ÖDP,240,BY,29
2009-09-27,,Holger,Odenthal,1967,NPD,154,,
2009-09-27,,Kay,Oelke,1959,NPD,10,SH,5
2009-09-27,,Thomas,Oelmayer,1954,GRÜNE,292,,
2009-09-27,,Cornelia,Östereich,1961,SPD,,SH,13
2009-09-27,,Frank,Oettler,1966,MLPD,73,ST,3
2009-09-27,,Dirk,Oetzel,1970,SPD,,HE,36
2009-09-27,,Cem,Özdemir,1965,GRÜNE,258,,
2009-09-27,,Aydan,Özoguz,1967,SPD,,HH,2
2009-09-27,,Rolf,Offermann,1960,FDP,64,BB,5
2009-09-27,,Silvia,Ofori,1956,DIE LINKE,268,,
2009-09-27,,René,Ohnemüller,1968,FAMILIE,242,BY,8
2009-09-27,,Elke,Olbrich-Tripp,1956,GRÜNE,151,,
2009-09-27,,Heinrich Herbert,Oldenburg,1941,FAMILIE,,NW,5
2009-09-27,,Ralf Günther Josef,Ollert,1960,NPD,,BY,1
2009-09-27,,Klaus,Opitz,1942,REP,178,HE,8
2009-09-27,,Wilfried,Opitz,1951,REP,,BB,5
2009-09-27,,Thomas,Oppermann,1954,SPD,54,NI,5
2009-09-27,,Holger,Ortel,1951,SPD,29,NI,9
2009-09-27,,Lutz,Oschmann,1948,GRÜNE,5,,
2009-09-27,,Petra,Osinski,1944,GRÜNE,22,HH,5
2009-09-27,,Lukas,Oßwald,1966,DIE LINKE,283,,
2009-09-27,,Friedrich,Ostendorff,1953,GRÜNE,145,NW,14
2009-09-27,,Olaf Michael,Ostertag,1969,DIE LINKE,80,BE,8
2009-09-27,Dr.,Volker,Ostheimer,1968,SPD,,SL,20
2009-09-27,,Eduard,Oswald,1947,CSU,253,,
2009-09-27,Dr.,Hermann,Ott,1961,GRÜNE,103,NW,12
2009-09-27,,Henning,Otte,1968,CDU,45,NI,19
2009-09-27,,Matthias,Ottmar,1981,REP,182,HE,7
2009-09-27,,Birgit,Otto,1957,CDU,,HE,26
2009-09-27,,Hans-Joachim,Otto,1952,FDP,182,HE,4
2009-09-27,,Stephanie Irmgard Gertrud,Otto,1963,GRÜNE,202,,
2009-09-27,,Severin,Pabsch,1988,SPD,,HH,9
2009-09-27,,Eveline,Päßler,1963,CDU,,SL,11
2009-09-27,,Ulrich,Pätzold,1959,NPD,165,,
2009-09-27,,Rodolfo,Panetta,1952,REP,,BW,4
2009-09-27,,Rolf,Pannicke,1969,DIE LINKE,227,,
2009-09-27,,Karsten,Panzer,1970,NPD,235,,
2009-09-27,,Eva Anna,Parbs,1948,FDP,,HH,10
2009-09-27,,Andreas,Parr,1971,SPD,247,BY,31
2009-09-27,,Udo,Pastörs,1952,NPD,13,MV,1
2009-09-27,,Petra,Pau,1963,DIE LINKE,86,BE,2
2009-09-27,Dr.,Michael,Paul,1964,CDU,95,NW,55
2009-09-27,,Heinz,Paula,1951,SPD,252,BY,7
2009-09-27,,Stephan,Paule,1977,CDU,,HE,42
2009-09-27,,Wolfgang Ludwig Max,Pauli,1936,DIE LINKE,140,,
2009-09-27,,Elisabeth,Paus,1968,GRÜNE,81,BE,3
2009-09-27,,Eva,Pauser,1983,CDU,,RP,26
2009-09-27,,Anke,Pavlicek,1977,GRÜNE,168,HE,11
2009-09-27,,Rita,Pawelski,1948,CDU,42,NI,9
2009-09-27,,Alfred,Pecha,1959,FDP,225,BY,55
2009-09-27,,Dirk,Peddinghaus,1962,SPD,,SH,21
2009-09-27,,Irmgard,Pehle,1953,GRÜNE,134,NW,17
2009-09-27,,Christian,Peiker,1984,DIE LINKE,213,,
2009-09-27,,Marie-Luise,Pelick,1964,REP,,NW,11
2009-09-27,,Bernd-Dieter,Pellmann,1942,RENTNER,,NW,4
2009-09-27,,Dorit Emmy Beate,Pentz von,1950,MLPD,,NI,4
2009-09-27,,Hannes,Pentz von,1979,MLPD,,NI,1
2009-09-27,,Wolfgang,Penzler,1943,Tierschutzpartei,,HE,2
2009-09-27,,Bernhard,Perrefort,1954,DIE LINKE,128,,
2009-09-27,,Rainer,Perschewski,1963,DKP,83,BE,1
2009-09-27,,Josef,Perschl,1954,BüSo,,BY,9
2009-09-27,,David,Perteck,1977,ÖDP,23,HH,1
2009-09-27,,Jürgen,Peter,1956,,3,,
2009-09-27,,David,Petereit,1981,NPD,,MV,4
2009-09-27,,Jens,Petermann,1963,DIE LINKE,197,TH,6
2009-09-27,,Frank,Peters,1966,GRÜNE,209,RP,8
2009-09-27,,Martin,Peters,1983,SPD,89,NW,31
2009-09-27,,Klaus Günter,Petersdorf,1964,PIRATEN,,SH,1
2009-09-27,,Jörg,Petersen,1960,FDP,1,,
2009-09-27,,Olaf,Petersen,1965,,169,,
2009-09-27,,Christian,Petry,1965,SPD,,SL,31
2009-09-27,,Anke,Petters,1960,GRÜNE,78,,
2009-09-27,,Harald,Petzold,1962,DIE LINKE,59,BB,6
2009-09-27,,Karsten,Petzold,1962,DVU,,BB,4
2009-09-27,,Ulrich,Petzold,1951,CDU,71,ST,4
2009-09-27,,Markus,Peuschel,1975,,165,,
2009-09-27,,Andrea,Pfäfflin,1956,SPD,,HE,25
2009-09-27,,Alfred,Pfannebecker,1955,DIE LINKE,297,SL,7
2009-09-27,,Janina,Pfau,1983,DIE LINKE,167,SN,11
2009-09-27,,Klaus,Pfeifer,1956,,82,,
2009-09-27,Dr.,Joachim,Pfeiffer,1967,CDU,264,,
2009-09-27,,Michael,Pfeiffer,1946,DIE VIOLETTEN,,BW,5
2009-09-27,,Oskar,Pfeiffer,1933,DVU,,BY,2
2009-09-27,,Sibylle,Pfeiffer,1951,CDU,173,HE,6
2009-09-27,Prof. Dr.,Thomas,Pfeiffer,1961,CDU,,HE,27
2009-09-27,,Karl-Heinz Rudolf,Pfirrmann,1945,NPD,212,RP,9
2009-09-27,,Gerhard,Pfisterer,1948,MLPD,143,NW,3
2009-09-27,,Tanja,Pfisterer,1986,ÖDP,238,BY,30
2009-09-27,,Stephan,Pfitzer,1984,NPD,,BW,6
2009-09-27,,Johannes Andreas,Pflug,1946,SPD,117,NW,69
2009-09-27,,Beatrix,Philipp,1945,CDU,108,NW,12
2009-09-27,,Matthias,Phlak,1964,DIE LINKE,,TH,10
2009-09-27,,Peter Hartmut,Pichl,1980,NPD,194,,
2009-09-27,,Erich,Pichlmeier,1935,BP,,BY,33
2009-09-27,,Hans Joachim,Picker,1938,RENTNER,,HH,3
2009-09-27,,Jochen,Piehl,1973,ÖDP,,RP,6
2009-09-27,,Siegfried,Pielsticker,1943,Bündnis21/RRP,223,BY,19
2009-09-27,,Cornelia,Pieper,1959,FDP,73,ST,1
2009-09-27,,Hans-Heinrich,Piepgras,1961,PIRATEN,,SH,5
2009-09-27,,Britta,Pietsch,1963,DIE LINKE,112,NW,13
2009-09-27,,Gisela,Piltz,1964,FDP,107,NW,2
2009-09-27,,Thomas,Pinkert,1957,GRÜNE,167,,
2009-09-27,,Denis,Pinzke,1982,SPD,18,MV,6
2009-09-27,,Christian,Piovano,1986,CDU,,BW,31
2009-09-27,,Richard,Pitterle,1959,DIE LINKE,260,BW,6
2009-09-27,,Sarah,Plack,1989,DIE LINKE,,BY,11
2009-09-27,,Hans,Plate,1963,GRÜNE,250,BY,14
2009-09-27,,Klaus,Plessing,1953,PBC,,BY,2
2009-09-27,,Eduard,Plischka,1949,NPD,138,,
2009-09-27,,Yvonne,Ploetz,1984,DIE LINKE,,SL,3
2009-09-27,,Karsten,Plotzki,1970,DIE LINKE,,NI,28
2009-09-27,,Frederik,Poetsch,1979,REP,187,,
2009-09-27,,Johannes,Pöttering,1977,CDU,,NI,32
2009-09-27,,Ronald,Pofalla,1959,CDU,113,NW,2
2009-09-27,,Markus,Pohl,1980,NPD,125,,
2009-09-27,,Matthias,Pohl,1980,NPD,129,,
2009-09-27,,Walter,Pohl,1953,BP,,BY,34
2009-09-27,,Wolfgang,Pohlmann,1940,REP,,NW,3
2009-09-27,,Christoph,Poland,1949,CDU,18,MV,6
2009-09-27,,Winfried,Polch,1941,FDP,127,NW,55
2009-09-27,,Herbert,Polei,1951,,81,,
2009-09-27,,Ruprecht,Polenz,1946,CDU,130,NW,11
2009-09-27,,Jörg,Polheim von,1959,FDP,100,NW,21
2009-09-27,Dr.,Hans-Ingo,Pollern von,1946,CDU,,BW,62
2009-09-27,,Dirk Thorsten,Polly,1971,PIRATEN,,BY,5
2009-09-27,,Eckhard,Pols,1962,CDU,38,NI,25
2009-09-27,,Matthias,Polt,1980,NPD,226,,
2009-09-27,,Helmut,Polzer,1937,Bündnis21/RRP,,BY,1
2009-09-27,,Alice-Sarah,Polzer-Storek,1978,GRÜNE,58,,
2009-09-27,,Ingo,Ponickau,1982,PIRATEN,,BY,7
2009-09-27,,Andreas,Popp,1983,PIRATEN,,BY,1
2009-09-27,,Maike,Porray,1965,,214,,
2009-09-27,Prof. Dr.,Peter,Porsch,1944,DIE LINKE,152,,
2009-09-27,Dr.,Thomas,Portz,1965,CDU,102,NW,51
2009-09-27,,Sebastian-Gabriel,Poschinger-Bray Freiherr von,1985,FDP,,BY,56
2009-09-27,,Joachim,Poß,1948,SPD,124,NW,56
2009-09-27,,Achim,Post,1959,SPD,135,,
2009-09-27,,Michael,Post,1961,DIE LINKE,207,,
2009-09-27,,Michael,Postel,1983,FDP,122,,
2009-09-27,,Brigitte,Pothmer,1955,GRÜNE,49,NI,1
2009-09-27,,Helmut,Pozimski,1990,PIRATEN,,BY,6
2009-09-27,,Daniel,Poznanski,1971,FDP,144,NW,35
2009-09-27,,Timo,Pradel,1971,NPD,151,NW,9
2009-09-27,,Wilfried,Präger,1951,SPD,195,TH,10
2009-09-27,,Karl-Heinz,Pramor,1946,BüSo,,NW,10
2009-09-27,,Uwe,Pranghofer,1962,FDP,254,BY,26
2009-09-27,,Elke,Preetorius,1943,MLPD,,BY,2
2009-09-27,,Dirk Friedrich,Presch,1959,SPD,,NW,59
2009-09-27,,Friedrich,Preuß,1943,NPD,52,,
2009-09-27,,Joachim Jürgen,Preuß,1942,Bündnis21/RRP,252,,
2009-09-27,,Walter,Price,1967,ÖDP,254,BY,31
2009-09-27,,Peter Jürgen,Pricelius,1938,REP,,HB,1
2009-09-27,,Christoph,Pries,1958,SPD,127,NW,26
2009-09-27,,Michaela,Pries,1966,CDU,5,SH,3
2009-09-27,Dr.,Wilhelm,Priesmeier,1954,SPD,53,NI,30
2009-09-27,,Martin,Pröhl,1935,Tierschutzpartei,,NI,6
2009-09-27,,Wilhelm,Pröhl,1935,Tierschutzpartei,,NI,7
2009-09-27,,Richard,Progl,1979,BP,,BY,35
2009-09-27,,Florian,Pronold,1972,SPD,230,BY,1
2009-09-27,,Friederike,Prüll,1963,Tierschutzpartei,183,HE,7
2009-09-27,,Max,Prümm,1978,CDU,,RP,22
2009-09-27,,Peter,Przybylo,1944,RENTNER,,NW,9
2009-09-27,,Rudolf,Puckl,1946,BP,,BY,7
2009-09-27,,Jens,Pühse,1972,NPD,153,SN,3
2009-09-27,,Yanki,Pürsün,1972,FDP,,HE,33
2009-09-27,,Lasse,Pütz,1981,SPD,101,NW,63
2009-09-27,,Heinz-Detlev,Puff,1957,SPD,,SL,19
2009-09-27,,Alexander,Pusch,1978,BüSo,,BE,9
2009-09-27,,Lucia,Puttrich,1961,CDU,177,HE,14
2009-09-27,,Jan-Henner,Putzier,1984,SPD,,NI,52
2009-09-27,,Guido,Quadfasel,1963,CDU,57,BB,10
2009-09-27,,Lars Christoph,Quaquil,1981,CDU,,NI,43
