Wahltermin;Kandidatennummer;Titel;Nachname;Vorname;Jahrgang;Partei
22.09.2013;2254;;Leucht;Maximilian Benjamin;1979;VERNUNFT
22.09.2013;2255;;Leue-Köruglu;Christiane;1977;BIG
22.09.2013;2256;;Leutert;Michael Gerhard;1974;DIE LINKE
22.09.2013;2257;;Leutheusser-Schnarrenberger;Sabine;1951;FDP
22.09.2013;2258;;Leutner;Gerd;1958;Bündnis21/RRP
22.09.2013;2259;Dr. ;Levante;Tilo;1962;FDP
22.09.2013;2260;;Lewis;Christopher Gene;1945;BüSo
22.09.2013;2261;Dr. ;Leyen von der;Ursula;1958;CDU
22.09.2013;2262;;Lezius;Antje;1960;CDU
22.09.2013;2263;;Lichdi;Johannes;1964;GRÜNE
22.09.2013;2264;;Licht;Hans-Jürgen;1972;SPD
22.09.2013;2265;;Lieb;Robert;1963;REP
22.09.2013;2266;;Liebe;Luda A.;1952;FREIE WÄHLER
22.09.2013;2267;;Liebenow;Fritz Kurt;1949;NPD
22.09.2013;2268;;Liebhardt;Bernd Wolfgang;1977;CSU
22.09.2013;2269;;Liebich;Stefan;1972;DIE LINKE
22.09.2013;2270;;Liebing;Ingbert;1963;CDU
22.09.2013;2271;;Liebl;Georg;1947;DIE LINKE
22.09.2013;2272;;Liebram;Sebastian;1990;FDP
22.09.2013;2273;;Liedgens;André;1971;VERNUNFT
22.09.2013;2274;;Liehr;Heinz;1975;FDP
22.09.2013;2275;;Lierse;Lore;1955;NPD
22.09.2013;2276;;Liesendahl;Anna-Verena;1988;pro Deutschland
22.09.2013;2277;;Liesendahl;Ursula;1959;pro Deutschland
22.09.2013;2278;;Lietz;Arne;1976;SPD
22.09.2013;2279;;Lietz;Matthias;1953;CDU
22.09.2013;2280;;Lill;Karen;1958;FDP
22.09.2013;2281;Dr. ;Lillge;Wolfgang;1950;BüSo
22.09.2013;2282;;Linde;Marc;1986;REP
22.09.2013;2283;;Lindemann;David;1977;SPD
22.09.2013;2284;;Lindemann;Lars Friedrich;1971;FDP
22.09.2013;2285;;Lindemann;Thomas;1980;NPD
22.09.2013;2286;;Linden;André;1969;AfD
22.09.2013;2287;;Lindenberg;Nadine;1983;PIRATEN
22.09.2013;2288;;Lindenblatt;Gerd;1945;PIRATEN
22.09.2013;2289;;Lindholz;Andrea;1970;CSU
22.09.2013;2290;;Lindlacher;Franz;1954;DIE LINKE
22.09.2013;2291;Dr. ;Lindner;Frank Martin;1964;FDP
22.09.2013;2292;Dr. ;Lindner;Tobias;1982;GRÜNE
22.09.2013;2293;;Lindner;Edeltraud;1943;Volksabstimmung
22.09.2013;2294;;Lindner;Sebastian;1986;SPD
22.09.2013;2295;;Link;Christiana;1958;MLPD
22.09.2013;2296;Dr. ;Link;Manfred;1941;Bündnis21/RRP
22.09.2013;2297;;Link;Maria;1947;Bündnis21/RRP
22.09.2013;2298;;Link;Michael Georg;1963;FDP
22.09.2013;2299;Dr. ;Linnemann;Carsten;1977;CDU
22.09.2013;2300;;Linnert;Patrick;1985;PIRATEN
22.09.2013;2301;;Lips;Patricia;1963;CDU
22.09.2013;2302;;Lischka;Burkhard;1965;SPD
22.09.2013;2303;;Listemann;Carmen;1961;SPD
22.09.2013;2304;;Lister;Manfred;1960;FDP
22.09.2013;2305;;Lockfisch;Klemens;1961;NPD
22.09.2013;2306;;Löbe;Jörg;1962;FDP
22.09.2013;2307;;Löhr;Marlene;1985;GRÜNE
22.09.2013;2308;;Löning;Alice Magdalena;1951;FDP
22.09.2013;2309;;Löpke;Roland Willi;1955;PIRATEN
22.09.2013;2310;;Lörcher;Karl;1961;ÖDP
22.09.2013;2311;;Lörcher;Wolfgang;1963;DIE LINKE
22.09.2013;2312;;Loesch;Martin Werner Otto;1945;pro Deutschland
22.09.2013;2313;;Lösekrug-Möller;Gabriele;1951;SPD
22.09.2013;2314;;Löser;Julia Erika Gudrun;1991;FREIE WÄHLER
22.09.2013;2315;Dr. ;Lötzsch;Gesine;1961;DIE LINKE
22.09.2013;2316;;Löw;Jens;1962;SPD
22.09.2013;2317;Dr. ;Lohmann;Niels;1981;PIRATEN
22.09.2013;2318;;Lohmeyer;Johannes Hubertus;1964;FDP
22.09.2013;2319;;Lohnes;Stefanie;1973;DIE LINKE
22.09.2013;2320;;Lokar;Christiane;1972;Die PARTEI
22.09.2013;2321;Dr. ;Lommer;Sebastian;1973;FDP
22.09.2013;2322;;Loos;Bernhard;1955;CSU
22.09.2013;2323;Dr. ;Loos;Dorit;1944;CDU
22.09.2013;2324;;Loosz;Hans Detlef;1953;SPD
22.09.2013;2325;;Lorch;Gotthilf;1961;DIE LINKE
22.09.2013;2326;;Lorenz;Christopher;1968;Die PARTEI
22.09.2013;2327;Dr. ;Lorenz;Martin;1977;SPD
22.09.2013;2328;;Lorenz;Joseph;1941;REP
22.09.2013;2329;;Lorenz;Wilfried;1942;CDU
22.09.2013;2330;;Lorenzen;Florian;1986;CDU
22.09.2013;2331;;Lotarewicz;Bartosz Jerzy;1982;GRÜNE
22.09.2013;2332;;Lotze;Hiltrud;1958;SPD
22.09.2013;2333;;Louwers;Marcel;1981;PIRATEN
22.09.2013;2334;;Lubitz;Holger;1971;PIRATEN
22.09.2013;2335;Dr. ;Lucke;Bernd;1962;AfD
22.09.2013;2336;;Luckert;Martin Thomas;1988;SPD
22.09.2013;2337;Dr. ;Luczak;Jan-Marco;1975;CDU
22.09.2013;2338;Dr. ;Ludemann;Peter;1946;FDP
22.09.2013;2339;;Ludewig;Bianca;1971;Die PARTEI
22.09.2013;2340;Dr. ;Ludewig;Hans-Peter;1946;GRÜNE
22.09.2013;2341;;Ludwig;Arne;1968;PIRATEN
22.09.2013;2342;;Ludwig;Dagmar Anita;1940;Bündnis21/RRP
22.09.2013;2343;;Ludwig;Daniela;1975;CSU
22.09.2013;2344;;Lübbers;Henning;1988;PIRATEN
22.09.2013;2345;;Lübcke;Silvia;1961;CDU
22.09.2013;2346;;Lück;Gisela;1953;NPD
22.09.2013;2347;;Lücke;Matthias;1972;AfD
22.09.2013;2348;Dr. ;Lücking-Michel;Claudia Maria;1962;CDU
22.09.2013;2349;;Lüdecke;Sebastian;1987;GRÜNE
22.09.2013;2350;;Lüdtke-Reißmann;Jan;1969;PIRATEN
22.09.2013;2351;;Lühmann;Kirsten;1964;SPD
22.09.2013;2352;;Lükensmeier;Ralf;1963;
22.09.2013;2353;;Lüle;Oguz;1960;DIE LINKE
22.09.2013;2354;;Lüpke;Mario;1979;MLPD
22.09.2013;2355;;Lüsgens;Wolfgang;1946;REP
22.09.2013;2356;;Lüst;Christiane Gisela Erika;1966;ÖDP
22.09.2013;2357;;Lütge;Holger;1969;GRÜNE
22.09.2013;2358;;Luetkens;Sascha;1976;DIE LINKE
22.09.2013;2359;;Lüttgen;Markus;1968;VERNUNFT
22.09.2013;2360;;Lüttmann;Christophe;1966;FDP
22.09.2013;2361;;Lützler;Jan;1994;Die PARTEI
22.09.2013;2362;;Lugert;Barbara;1978;SPD
22.09.2013;2363;;Luhr;Heinrich;1953;FREIE WÄHLER
22.09.2013;2364;;Lukas;Gerald;1943;Bündnis21/RRP
22.09.2013;2365;;Lukat;Jürgen;1970;Die PARTEI
22.09.2013;2366;;Luksic;Oliver;1979;FDP
22.09.2013;2367;;Lust;Dietmar;1972;GRÜNE
22.09.2013;2368;;Lutze;Thomas;1969;DIE LINKE
22.09.2013;2369;;Lux;Gudrun;1980;GRÜNE
22.09.2013;2370;;Lux;Stefan;1959;NPD
22.09.2013;2371;;Lux;Stefan;1960;SPD
22.09.2013;2372;;Lyncker-Ehrenkrook Freiherr von;Konrad;1986;AfD
22.09.2013;2373;;Maag;Karin;1962;CDU
22.09.2013;2374;;Maas;Ulrich;1962;Die PARTEI
22.09.2013;2375;;Maaß;Simone;1967;GRÜNE
22.09.2013;2376;;Macit;Burak;1990;FREIE WÄHLER
22.09.2013;2377;;Mack;Günther;1949;FREIE WÄHLER
22.09.2013;2378;;Mack;Hermann;1953;REP
22.09.2013;2379;;März;Thorsten Peter;1972;NPD
22.09.2013;2380;;Magar;Axel;1954;VERNUNFT
22.09.2013;2381;;Maggutiak;Taras;1973;AfD
22.09.2013;2382;;Magwas;Yvonne;1979;CDU
22.09.2013;2383;;Mahlberg;Thomas;1965;CDU
22.09.2013;2384;;Mahn-Gauseweg;Carolin;1981;PIRATEN
22.09.2013;2385;;Mai;Franz-Josef;1943;ÖDP
22.09.2013;2386;;Mai;Hannelore Anna;1943;ÖDP
22.09.2013;2387;;Mai;Susann;1967;ÖDP
22.09.2013;2388;Dr. ;Maier;Lothar;1944;AfD
22.09.2013;2389;;Maier;Edeltraud;1938;ÖDP
22.09.2013;2390;;Maier;Franz;1963;BüSo
22.09.2013;2391;;Maier;Ludwig;1961;ÖDP
22.09.2013;2392;;Maier;Mario;1961;REP
22.09.2013;2393;;Mainka;Anne;1978;MLPD
22.09.2013;2394;;Mair;Katrin;1981;CSU
22.09.2013;2395;;Maisch;Heidi;1960;AfD
22.09.2013;2396;;Maisch;Nicole Christa;1981;GRÜNE
22.09.2013;2397;Dr. ;Maizière de;Karl Ernst Thomas;1954;CDU
22.09.2013;2398;;Majer;Thorsten;1978;SPD
22.09.2013;2399;;Majewski;Christoph;1972;SPD
22.09.2013;2400;;Majewski;Dennis;1983;FDP
22.09.2013;2401;;Makarov;Nina;1956;AfD
22.09.2013;2402;Dr. ;Malecha-Nissen;Birgit;1958;SPD
22.09.2013;2403;;Mallon;Bernd Klaus;1955;Tierschutzpartei
22.09.2013;2404;;Malmberg;Bernd;1955;DIE LINKE
22.09.2013;2405;;Malonn;Mario André;1965;pro Deutschland
22.09.2013;2406;;Mandel;Sören;1989;SPD
22.09.2013;2407;;Manderla;Gisela;1958;CDU
22.09.2013;2408;;Manfredini;Marco Timo Ermanno;1967;Die PARTEI
22.09.2013;2409;;Mang;Markus;1966;NPD
22.09.2013;2410;;Mang;Michael;1981;SPD
22.09.2013;2411;;Mangold;Olaf;1970;SPD
22.09.2013;2412;;Maniera;André;1973;REP
22.09.2013;2413;;Mans;Johannes Erwin;1958;FREIE WÄHLER
22.09.2013;2414;;Mansmann;Till Berthold;1968;FDP
22.09.2013;2415;;Mansouri;Marcel Scherwien;1985;DIE LINKE
22.09.2013;2416;;Mansury;Homaira;1978;SPD
22.09.2013;2417;;Mantovanelli;Marco Gérard;1965;GRÜNE
22.09.2013;2418;;Maragota Silva;Emanuel;1989;pro Deutschland
22.09.2013;2419;;Mariacher;Vanessa;1995;BP
22.09.2013;2420;;Marinello;Karin;1951;MLPD
22.09.2013;2421;;Markau;André;1964;NPD
22.09.2013;2422;;Marks;Caren;1963;SPD
22.09.2013;2423;;Marks;Michael;1971;FREIE WÄHLER
22.09.2013;2424;;Marky;Dirk;1966;PIRATEN
22.09.2013;2425;;Marquardt;Erich;1953;FREIE WÄHLER
22.09.2013;2426;;Marsch;Lothar Volker;1956;REP
22.09.2013;2427;;Marschner;Frank;1957;NPD
22.09.2013;2428;;Martens;André;1970;PIRATEN
22.09.2013;2429;Dr. ;Martin;Jürgen;1955;PIRATEN
22.09.2013;2430;;Martins do Canto;Fabricio;1969;PIRATEN
22.09.2013;2431;;Martiny;Sabine;1944;PIRATEN
22.09.2013;2432;;Marvi;Parsa;1982;SPD
22.09.2013;2433;;Marwitz von der;Hans-Georg;1961;CDU
22.09.2013;2434;;Marx;Dirk Christian;1965;CDU
22.09.2013;2435;;Marx;Peter;1956;NPD
22.09.2013;2436;;Maskos;Wolfgang Heinrich;1955;REP
22.09.2013;2437;;Maßon;Norbert;1957;DIE LINKE
22.09.2013;2438;;Mast;Katja;1971;SPD
22.09.2013;2439;;Mast;Willi Alfred;1947;MLPD
22.09.2013;2440;;Matheis;Ralf;1969;
22.09.2013;2441;;Mathes;Sophie-Marie;1990;PIRATEN
22.09.2013;2442;;Matschke;Danny;1975;NPD
22.09.2013;2443;;Mattfeldt;Andreas;1969;CDU
22.09.2013;2444;;Mattheis;Hildegard;1954;SPD
22.09.2013;2445;;Matthes;Daniela;1981;BüSo
22.09.2013;2446;;Matthes;Marcella Giovanna;1983;FDP
22.09.2013;2447;;Matthiesen;Peter Heinz;1946;PIRATEN
22.09.2013;2448;;Matthiessen;Detlef Martin;1954;GRÜNE
22.09.2013;2449;Dr. ;Matthiessen;Günter;1947;DIE LINKE
22.09.2013;2450;;Matti;Lars;1973;PIRATEN
22.09.2013;2451;;Mattis;Manfred Günther Ernst Leopold;1956;AfD
22.09.2013;2452;;Matulla;Daniel Alexander;1988;CSU
22.09.2013;2453;;Matys;Nico;1979;Tierschutzpartei
22.09.2013;2454;;Matzat;Jörg;1972;AfD
22.09.2013;2455;;Maurer;Wolfgang;1953;FREIE WÄHLER
22.09.2013;2456;;Mauritz;Mario;1960;REP
22.09.2013;2457;;Maxim;Ursula;1967;DIE LINKE
22.09.2013;2458;Dr. ;May;Karl-Dietrich;1948;FREIE WÄHLER
22.09.2013;2459;;May;Iryna;1990;FREIE WÄHLER
22.09.2013;2460;;May;Michael;1949;MLPD
22.09.2013;2461;Dr. ;Mayer;Norbert;1947;FDP
22.09.2013;2462;;Mayer;Hermann;1952;AfD
22.09.2013;2463;;Mayer;Johann;1960;GRÜNE
22.09.2013;2464;;Mayer;Maximilian;1991;DIE VIOLETTEN
22.09.2013;2465;;Mayer;Stephan Ernst Johann;1973;CSU
22.09.2013;2466;;Mayr;Thomas Johann;1988;BP
22.09.2013;2467;;McDevitt;Dieter;1964;PIRATEN
22.09.2013;2468;;Mebus;Gernot;1960;MLPD
22.09.2013;2469;;Meenen;Uwe;1965;NPD
22.09.2013;2470;;Meffert;Hildegard;1958;BüSo
22.09.2013;2471;;Meichelböck;Paul;1960;DIE LINKE
22.09.2013;2472;;Meier;Edmund;1959;MLPD
22.09.2013;2473;;Meier;Karl;1955;FREIE WÄHLER
22.09.2013;2474;;Meier;Matin;1976;Die PARTEI
22.09.2013;2475;;Meier;Reiner;1953;CSU
22.09.2013;2476;;Meier;Stephan;1991;CSU
22.09.2013;2477;;Meier;Wolfgang;1942;REP
22.09.2013;2478;;Meierhofer;Horst;1972;FDP
22.09.2013;2479;;Meine;Henrick;1976;FDP
22.09.2013;2480;;Meinhardt;Patrick;1966;FDP
22.09.2013;2481;;Meinke;Sanna Milena;1971;SPD
22.09.2013;2482;;Meisberger;Dennis;1988;CDU
22.09.2013;2483;;Meischner;Wolfgang;1954;ÖDP
22.09.2013;2484;;Meise;Ariane Christine;1960;NPD
22.09.2013;2485;;Meiser;Ute Maria;1959;GRÜNE
22.09.2013;2486;;Meiser;Wolfgang;1961;AfD
22.09.2013;2487;;Meißner;Heidi;1980;GRÜNE
22.09.2013;2488;;Meißner;Wilfried Kurt Albin;1957;
22.09.2013;2489;Dr. ;Meister;Michael Günther;1961;CDU
22.09.2013;2490;;Meister;Roland Matthäus;1953;MLPD
22.09.2013;2491;;Meister;Thomas;1974;AfD
22.09.2013;2492;;Meiwald;Peter;1966;GRÜNE
22.09.2013;2493;;Meixner;André;1965;AfD
22.09.2013;2494;;Meixner;Norbert;1945;DIE LINKE
22.09.2013;2495;;Melter;Michael;1959;PIRATEN
22.09.2013;2496;;Memenga;Bernd;1973;CDU
22.09.2013;2497;;Mendelsohn;Peter;1972;Die PARTEI
22.09.2013;2498;Dr. ;Mengel;Thomas;1959;SPD
22.09.2013;2499;;Menz;Brigit;1962;DIE LINKE
22.09.2013;2500;;Menzel;Jürgen;1963;GRÜNE
22.09.2013;2501;;Menzner;Dorothée;1965;DIE LINKE
22.09.2013;2502;;Meppen;Lübbo;1956;FDP
22.09.2013;2503;;Meral;Derya;1989;MLPD
22.09.2013;2504;;Mergen;Moritz;1988;FDP
22.09.2013;2505;;Meridies;Jochen;1931;REP
22.09.2013;2506;;Merk;Christoph;1973;ÖDP
22.09.2013;2507;;Merk;Monika Manuela Carmen;1963;DIE LINKE
22.09.2013;2508;Dr. ;Merkel;Angela Dorothea;1954;CDU
22.09.2013;2509;;Merkert;Johannes;1984;PIRATEN
22.09.2013;2510;;Merkl-Zierer;Bettina;1959;GRÜNE
22.09.2013;2511;;Merl;Harald;1970;NPD
22.09.2013;2512;;Mert;Mustafa;1969;BIG
22.09.2013;2513;;Mert;Yasar;1973;BIG
22.09.2013;2514;Dr. ;Mertel;Robert;1940;
22.09.2013;2515;;Merten;Ingo Friedrich;1973;Die PARTEI
22.09.2013;2516;;Merz;Engelbert;1965;
22.09.2013;2517;;Messinger;Jessica;1988;GRÜNE
22.09.2013;2518;;Meßmer;Ullrich Karl Wolfgang;1954;SPD
22.09.2013;2519;;Metterhausen;Carlo;1991;Die PARTEI
22.09.2013;2520;Dr. ;Metz;Horst Georg;1973;AfD
22.09.2013;2521;;Metzger;Anette Sabine;1964;FAMILIE
22.09.2013;2522;;Metzler;Jan;1981;CDU
22.09.2013;2523;;Metzner;Helmut;1968;FDP
22.09.2013;2524;;Meurer;Klaus;1961;GRÜNE
22.09.2013;2525;;Meusel;Stephan Hans-Willy;1952;AfD
22.09.2013;2526;;Meusel;Torsten;1964;pro Deutschland
22.09.2013;2527;;Meuser;André;1978;VERNUNFT
22.09.2013;2528;;Meyenburg;Lorenz Volker;1983;AfD
22.09.2013;2529;;Meyer;Barbara;1984;GRÜNE
22.09.2013;2530;;Meyer;Barbara;1978;MLPD
22.09.2013;2531;;Meyer;Bert;1975;GRÜNE
22.09.2013;2532;;Meyer;Christian;1962;FDP
22.09.2013;2533;Dr. ;Meyer;Jürgen;1957;FREIE WÄHLER
22.09.2013;2534;;Meyer;Gerd;1947;REP
22.09.2013;2535;;Meyer;Hans-Jakob;1964;CDU
22.09.2013;2536;;Meyer;Heike;1962;CDU
22.09.2013;2537;;Meyer;Ingo;1978;
22.09.2013;2538;;Meyer;Jens Gerd;1957;SPD
22.09.2013;2539;;Meyer;Leona;1987;BüSo
22.09.2013;2540;;Meyer;Maria;1954;MLPD
22.09.2013;2541;;Meyer;Rolf Karl Heinrich;1941;FDP
22.09.2013;2542;;Meyer;Stefan Franz;1984;CSU
22.09.2013;2543;;Meyer;Ute;1967;FDP
22.09.2013;2544;;Meyer-Kainer;Marita;1954;CDU
22.09.2013;2545;;Michaelis;Axel;1965;NPD
22.09.2013;2546;;Michaelis;Dirk;1978;FDP
22.09.2013;2547;;Michalak;Ursula;1952;CDU
22.09.2013;2548;;Michalk;Maria Ludwiga;1949;CDU
22.09.2013;2549;;Michelbach;Hans;1949;CSU
22.09.2013;2550;;Michels;Martin Alexander;1979;DIE LINKE
22.09.2013;2551;;Michlbauer;Matthäus Josef;1966;BüSo
22.09.2013;2552;Dr. ;Middelberg;Mathias;1964;CDU
22.09.2013;2553;Dr. ;Miersch;Matthias;1968;SPD
22.09.2013;2554;;Mieruch;Mario;1975;AfD
22.09.2013;2555;;Mieth;Matthias;1981;PBC
22.09.2013;2556;Dr. ;Mifka;Kai;1971;FDP
22.09.2013;2557;;Mihalic;Irene;1976;GRÜNE
22.09.2013;2558;;Mikolajtzyk;Manuel;1982;NPD
22.09.2013;2559;;Mildenberger;Christian;1984;CDU
22.09.2013;2560;;Mindrup;Klaus;1964;SPD
22.09.2013;2561;;Mini;Walter;1952;DIE LINKE
22.09.2013;2562;;Minte;Sefika;1980;DIE LINKE
22.09.2013;2563;;Miosga;Richard Franz;1944;NPD
22.09.2013;2564;;Mirow;Sahra;1984;DIE LINKE
22.09.2013;2565;;Misch;Thomas Walter Friedrich;1957;FREIE WÄHLER
22.09.2013;2566;;Mischau;Gertrud Evmarie;1958;MLPD
22.09.2013;2567;;Mischau;Klaus;1961;MLPD
22.09.2013;2568;;Misirlioglu;Ismet;1966;BIG
22.09.2013;2569;;Mißfelder;Philipp;1979;CDU
22.09.2013;2570;;Mittag;Susanne;1958;SPD
22.09.2013;2571;;Mittelstädt;Andreas;1987;GRÜNE
22.09.2013;2572;;Mittelstein;Mona Isabell;1984;DIE LINKE
22.09.2013;2573;;Mnich;Matthias;1971;DIE LINKE
22.09.2013;2574;;Moch;Torsten;1975;CDU
22.09.2013;2575;;Moczarski;Martin;1979;VERNUNFT
22.09.2013;2576;Dr. ;Möbius;Gert Walter;1962;FREIE WÄHLER
22.09.2013;2577;;Möhring;Cornelia Ilse;1960;DIE LINKE
22.09.2013;2578;;Möll;Volker;1964;GRÜNE
22.09.2013;2579;;Möller;Dirk;1991;SPD
22.09.2013;2580;;Möller;Felix;1986;GRÜNE
22.09.2013;2581;;Möller;Lüder;1949;MLPD
22.09.2013;2582;;Möller;Monique;1982;NPD
22.09.2013;2583;;Möller;Wolfgang;1957;NPD
22.09.2013;2584;;Möring;Karsten;1949;CDU
22.09.2013;2585;;Mößner;Elias;1983;AfD
22.09.2013;2586;;Mohammed;Furat;1989;FREIE WÄHLER
22.09.2013;2587;;Mohs;Christoph;1971;BüSo
22.09.2013;2588;;Mohs;Hubertus;1939;BüSo
22.09.2013;2589;;Molitor;Carsten;1975;Tierschutzpartei
22.09.2013;2590;;Molitor;Gabriele;1962;FDP
22.09.2013;2591;;Molnar;Brigitte;1952;DIE VIOLETTEN
22.09.2013;2592;;Monstadt;Dietrich;1957;CDU
22.09.2013;2593;;Montag;Jerzy;1947;GRÜNE
22.09.2013;2594;;Morassi;Marion;1963;DIE LINKE
22.09.2013;2595;;Morgenroth;Jan;1975;NPD
22.09.2013;2596;;Morgenstern;Christopher;1983;PIRATEN
22.09.2013;2597;;Morgenthal;Heike;1965;SPD
22.09.2013;2598;;Moritz;Harald;1957;GRÜNE
22.09.2013;2599;;Moritz;Simon;1984;SPD
22.09.2013;2600;;Morteza Ghazvini;Daniel;1991;DIE LINKE
22.09.2013;2601;;Mortler;Marlene;1955;CSU
22.09.2013;2602;;Mosblech;Volker Peter;1955;CDU
22.09.2013;2603;;Mosebach;Gerhard;1948;AfD
22.09.2013;2604;;Moseler;Christa;1960;ÖDP
22.09.2013;2605;;Moser;Anneliese;1958;FDP
22.09.2013;2606;;Motschmann;Elisabeth Charlotte;1952;CDU
22.09.2013;2607;;Motschmann;Valentin;1987;GRÜNE
22.09.2013;2608;;Mouget;Nicole;1967;FDP
22.09.2013;2609;;Mougoui;Khadjeh Nadjaf Gholi;1954;FDP
22.09.2013;2610;Dr. ;Mousiol;Wolfgang Horst Herbert;1956;AfD
22.09.2013;2611;;Movassat;Niema;1984;DIE LINKE
22.09.2013;2612;;Mpanu-Mpanu-Plato;Nzimbu;1964;CDU
22.09.2013;2613;;Mrosek-Handwerk;Heike-Maria;1957;SPD
22.09.2013;2614;;Mrotzeck;Dirk;1966;FDP
22.09.2013;2615;;Mtibaa;Tarak;1975;BIG
22.09.2013;2616;;Mücke;Jan;1973;FDP
22.09.2013;2617;;Mücke;Oliver;1970;PIRATEN
22.09.2013;2618;;Mühlbauer;Günter;1958;
22.09.2013;2619;;Mühlen von der;Rebecca;1980;AfD
22.09.2013;2620;;Müller;Achim;1964;PIRATEN
22.09.2013;2621;;Müller;Alexander;1969;FDP
22.09.2013;2622;;Müller;Andreas;1964;DIE LINKE
22.09.2013;2623;;Müller;Anja;1973;DIE LINKE
22.09.2013;2624;;Müller;Bettina;1959;SPD
22.09.2013;2625;;Müller;Brigitte Charlotte Hedwig;1941;DKP
22.09.2013;2626;;Müller;Carsten;1970;CDU
22.09.2013;2627;;Müller;Claudia Heike;1981;GRÜNE
22.09.2013;2628;;Müller;Detlef;1964;SPD
22.09.2013;2629;Dr. ;Müller;Gerd;1955;CSU
22.09.2013;2630;Dr. ;Müller;Johannes;1969;NPD
22.09.2013;2631;;Müller;Edmund Ernst;1969;
22.09.2013;2632;;Müller;Fabian;1990;PIRATEN
22.09.2013;2633;;Müller;Götz;1967;CDU
22.09.2013;2634;;Müller;Hans Peter Heinz Arthur;1952;BüSo
22.09.2013;2635;;Müller;Heiko;1972;PIRATEN
22.09.2013;2636;;Müller;Heiko Michael;1971;REP
22.09.2013;2637;;Müller;Herbert;1942;pro Deutschland
22.09.2013;2638;;Müller;Jochen;1964;AfD
22.09.2013;2639;;Müller;Klaus;1964;AfD
22.09.2013;2640;;Müller;Marcel;1982;NPD
22.09.2013;2641;;Müller;Margit;1959;AfD
22.09.2013;2642;;Müller;Margot;1952;DIE FRAUEN
22.09.2013;2643;;Müller;Marko;1969;DIE LINKE
22.09.2013;2644;;Müller;Marko;1982;NPD
22.09.2013;2645;;Müller;Melanie;1992;SPD
22.09.2013;2646;;Müller;Norbert Carl;1986;DIE LINKE
22.09.2013;2647;;Müller;Olaf;1963;GRÜNE
22.09.2013;2648;;Müller;Petra;1960;FDP
22.09.2013;2649;;Müller;René;1982;FDP
22.09.2013;2650;;Müller;Rudolf;1951;AfD
22.09.2013;2651;;Müller;Stefan;1988;PIRATEN
22.09.2013;2652;;Müller;Stefan;1964;PBC
22.09.2013;2653;;Müller;Stefan;1975;CSU
22.09.2013;2654;;Müller;Thomas;1954;ÖDP
22.09.2013;2655;;Müller;Tino;1978;NPD
22.09.2013;2656;;Müller;Ulrich;1951;FREIE WÄHLER
22.09.2013;2657;;Müller;Veit-Harald;1941;MLPD
22.09.2013;2658;;Müller-Gemmeke;Beate;1960;GRÜNE
22.09.2013;2659;;Müller-Horn;Kai;1944;MLPD
22.09.2013;2660;;Müller-Sönksen;Burkhardt;1959;FDP
22.09.2013;2661;;Müller-Späth;Henning;1954;FREIE WÄHLER
22.09.2013;2662;;Müller-Wehlau;Wolfgang;1944;AfD
22.09.2013;2663;;Münch;Niels-Arne;1972;PIRATEN
22.09.2013;2664;;Münch;Peter Hermann Gert Mario;1960;AfD
22.09.2013;2665;;Münd;Hans-Joachim;1962;REP
22.09.2013;2666;;Müntefering;Michelle;1980;SPD
22.09.2013;2667;;Münz;Volker;1964;AfD
22.09.2013;2668;;Münz;Wilfried;1960;FREIE WÄHLER
22.09.2013;2669;Dr. ;Mützenich;Rolf;1959;SPD
22.09.2013;2670;;Mulia;Marc;1969;DIE LINKE
22.09.2013;2671;;Multrus;Robert;1959;FREIE WÄHLER
22.09.2013;2672;;Munzinger;Hannes;1988;SPD
22.09.2013;2673;Dr. ;Murmann;Philipp Alexander;1964;CDU
22.09.2013;2674;;Muschalle-Höllbach;Ethel Maria;1947;FREIE WÄHLER
22.09.2013;2675;;Mußer;Bernd Willi;1944;REP
22.09.2013;2676;;Mutlu;Özcan;1968;GRÜNE
22.09.2013;2677;;Mynter;Ralf Dietmar;1960;NPD
22.09.2013;2678;;Nadjm;Javad;1946;BüSo
22.09.2013;2679;;Nätebusch;Lothar Fritz;1945;DKP
22.09.2013;2680;;Nagel;Jochen;1949;DIE LINKE
22.09.2013;2681;;Nagler;Mike;1978;DIE LINKE
22.09.2013;2682;;Naguib;Barbara Margarete;1958;GRÜNE
22.09.2013;2683;;Nahles;Andrea;1970;SPD
22.09.2013;2684;;Nahtz;Joachim;1935;NPD
22.09.2013;2685;Dr. ;Nake;Angelika;1961;FDP
22.09.2013;2686;;Nauheim;Maik;1981;PIRATEN
22.09.2013;2687;;Nauheimer;Barbara;1949;Tierschutzpartei
22.09.2013;2688;;Naumann;Walter;1961;PIRATEN
22.09.2013;2689;;Nauruhn;Monika;1952;Tierschutzpartei
22.09.2013;2690;;Navel;Hermann;1948;AfD
22.09.2013;2691;;Nawroth;Marion;1956;PIRATEN
22.09.2013;2692;;Neemann-Güntner;Gitta Christine;1959;SPD
22.09.2013;2693;;Nehmer;Manuel;1982;FDP
22.09.2013;2694;;Neidlein;Alexander;1975;NPD
22.09.2013;2695;;Neis;Mark;1972;PIRATEN
22.09.2013;2696;;Nerz;Sebastian;1983;PIRATEN
22.09.2013;2697;;Neskovic;Wolfgang-Dragi Willi;1948;
22.09.2013;2698;;Nestele;Hedi Hedwig Elisabeth;1954;DIE VIOLETTEN
