Wahltermin;Kandidatennummer;Titel;Nachname;Vorname;Jahrgang;Partei
22.09.2013;1;;Aae;Per Lennart;1940;NPD
22.09.2013;2;;Abed-Ali;Ali;1993;Die PARTEI
22.09.2013;3;;Abend;Klaus-Dieter;1946;FDP
22.09.2013;4;;Ableiter;Claus;1963;FREIE WÄHLER
22.09.2013;5;;Abramowski;Ulrich Herbert;1956;AfD
22.09.2013;6;;Abwander;Susanne Brigitte;1966;DIE VIOLETTEN
22.09.2013;7;;Acharki;Moussa;1975;BIG
22.09.2013;8;;Achatz;Markus Franz-Xaver;1981;FREIE WÄHLER
22.09.2013;9;;Achenbach;Ulrich;1954;MLPD
22.09.2013;10;;Ackermann;Jens;1975;FDP
22.09.2013;11;Dr. ;Adam;Konrad;1942;AfD
22.09.2013;12;;Adams;Heino;1942;RENTNER
22.09.2013;13;;Adams;Heinrich Martin;1955;AfD
22.09.2013;14;;Adamy;Wilfried;1963;PIRATEN
22.09.2013;15;;Aden;Eckhard;1967;NPD
22.09.2013;16;;Adler;Annelies Brigitte;1952;NPD
22.09.2013;17;;Adler;Günter-Hans;1940;NPD
22.09.2013;18;;Adler;Otto Peter;1941;NPD
22.09.2013;19;;Adomeit;Michael Harald;1957;
22.09.2013;20;;Aggelidis;Michael;1962;DIE LINKE
22.09.2013;21;;Ahlgrim;Brigitte Inge;1952;
22.09.2013;22;;Ahmed;Tanja Melanie Carolin;1971;DIE VIOLETTEN
22.09.2013;23;;Aicher;Roland;1965;REP
22.09.2013;24;;Akbayir;Hamide;1959;DIE LINKE
22.09.2013;25;;Aken van;Jan Paul;1961;DIE LINKE
22.09.2013;26;;Akpolat;Mustafa;1964;PIRATEN
22.09.2013;27;;Al-Dailami;Ali Abass Yahya;1981;DIE LINKE
22.09.2013;28;;Albanesi;Stefan;1972;DIE LINKE
22.09.2013;29;;Albani;Stephan;1968;CDU
22.09.2013;30;;Albe;Gerald Hermann;1976;PIRATEN
22.09.2013;31;;Albrecht;Frank;1972;VERNUNFT
22.09.2013;32;;Albrecht;Frank;1967;FDP
22.09.2013;33;;Albrecht;Karolina;1982;DIE VIOLETTEN
22.09.2013;34;;Albrecht;Peter;1938;VERNUNFT
22.09.2013;35;Prof. ;Albrecht;Erich Willy;1950;AfD
22.09.2013;36;;Albsteiger;Katrin;1983;CSU
22.09.2013;37;;Alkemper;Christian;1967;PIRATEN
22.09.2013;38;;Allwörden von;Moritz;1985;PIRATEN
22.09.2013;39;;Almonacid Lessmann;Alexander;1967;PIRATEN
22.09.2013;40;;Alpers;Agnes;1961;DIE LINKE
22.09.2013;41;;Alptekin;Hülya;1987;BIG
22.09.2013;42;Dr. ;Alscher;Bernhard;1957;FREIE WÄHLER
22.09.2013;43;;Alt;Renata;1965;FDP
22.09.2013;44;;Altenkirch;Karl-Friedrich;1940;FDP
22.09.2013;45;;Alter;Anne;1966;PIRATEN
22.09.2013;46;;Altmaier;Peter;1958;CDU
22.09.2013;47;;Altmann;Andreas;1981;FREIE WÄHLER
22.09.2013;48;;Amann;Gregor;1962;SPD
22.09.2013;49;;Amann;Harold;1967;BP
22.09.2013;50;;Amberger;Norbert;1953;ÖDP
22.09.2013;51;;Amberger;Rita Helene;1955;VERNUNFT
22.09.2013;52;;Ambrosius;Gerhard;1940;NPD
22.09.2013;53;;Amtsberg;Luise;1984;GRÜNE
22.09.2013;54;;Anaskewitz;Tanja;1977;pro Deutschland
22.09.2013;55;;Andreae;Kerstin;1968;GRÜNE
22.09.2013;56;;Andrejewski;Michael;1959;NPD
22.09.2013;57;;Andrian-Werburg Freifrau von;Gabriele Irmgard;1960;DIE VIOLETTEN
22.09.2013;58;;Angermair;Isabel Denise;1968;DIE VIOLETTEN
22.09.2013;59;;Anhäuser;Fritz-Klaus;1949;AfD
22.09.2013;60;;Annen;Niels;1973;SPD
22.09.2013;61;;Anneser;Maria;1984;GRÜNE
22.09.2013;62;;Anspach-Papa;Kornelia;1961;CDU
22.09.2013;63;;Anton;Marcus;1987;VERNUNFT
22.09.2013;64;;Aparicio de Eckelmann;Marta;1952;DIE LINKE
22.09.2013;65;;Apel;Rainer Karl-Heinz Hans-Helmut;1948;BüSo
22.09.2013;66;;Apfel;Holger;1970;NPD
22.09.2013;67;;Appel;Detlef;1955;NPD
22.09.2013;68;;Arbabian-Vogel;Jasmin;1968;SPD
22.09.2013;69;;Arendt;Dirk Reinhard;1976;NPD
22.09.2013;70;;Arens;Marianne;1952;PSG
22.09.2013;71;;Armbruster;Gerd;1963;SPD
22.09.2013;72;;Armstroff;Dörthe;1958;NPD
22.09.2013;73;;Armstroff;Klaus;1957;NPD
22.09.2013;74;;Arndt;Hans;1957;FREIE WÄHLER
22.09.2013;75;;Arndt;Volker Andreas;1977;PIRATEN
22.09.2013;76;;Arndt-Brauer;Ingrid;1961;SPD
22.09.2013;77;;Arnold;Bendrick;1946;MLPD
22.09.2013;78;;Arnold;Friedrich Robert;1976;PIRATEN
22.09.2013;79;;Arnold;Rainer;1950;SPD
22.09.2013;80;;Arnold;Sascha;1977;NPD
22.09.2013;81;;Artus;Kersten Angela;1964;DIE LINKE
22.09.2013;82;;Arweiler;Pascal;1992;SPD
22.09.2013;83;;Aschenberg-Dugnus;Christine;1959;FDP
22.09.2013;84;;Aslanidis;Spiridon;1969;GRÜNE
22.09.2013;85;;Assmann;Marcus-Alexander;1984;Die PARTEI
22.09.2013;86;;Aßmuth;Bodo Dirk;1964;AfD
22.09.2013;87;;Atalan;Ali;1968;DIE LINKE
22.09.2013;88;;Auernhammer;Artur Friedrich;1963;CSU
22.09.2013;89;;Augner;Claas;1990;Die PARTEI
22.09.2013;90;;Augustin;Marius;1981;NEIN!
22.09.2013;91;;Augustinowski;Klaus;1937;Volksabstimmung
22.09.2013;92;;Aulenbacher;Reiner;1957;MLPD
22.09.2013;93;;Aurnhammer;Tom Thomas Hans Michael;1966;GRÜNE
22.09.2013;94;;Außendorf;Maik;1971;GRÜNE
22.09.2013;95;;Aust;Jonas;1990;PIRATEN
22.09.2013;96;;Aye;Werner;1950;ÖDP
22.09.2013;97;;Aymaz;Berivan;1972;GRÜNE
22.09.2013;98;;Baare;Johannes;1978;AfD
22.09.2013;99;;Babatankuz;Mehmet;1960;
22.09.2013;100;;Baberowski;Nadja;1987;PIRATEN
22.09.2013;101;;Babic;Safet;1981;NPD
22.09.2013;102;;Bablick;Raphael;1978;FREIE WÄHLER
22.09.2013;103;;Bach;Bela;1990;SPD
22.09.2013;104;;Bach;Sebastian Freimund;1982;DIE LINKE
22.09.2013;105;;Bachmann;Brigitte;1956;SPD
22.09.2013;106;;Backes;Veronika;1956;CDU
22.09.2013;107;;Bade;Hartmut;1961;FDP
22.09.2013;108;;Bader;Jürgen Albert Richard;1960;MLPD
22.09.2013;109;;Bader;Nils;1980;SPD
22.09.2013;110;;Badum;Lisa;1983;GRÜNE
22.09.2013;111;;Bächle-Blum;Christel;1959;FREIE WÄHLER
22.09.2013;112;Dr. ;Bähr;Jürgen;1948;FREIE WÄHLER
22.09.2013;113;;Bähr-Losse;Bettina;1967;SPD
22.09.2013;114;;Baehrens;Heike;1955;SPD
22.09.2013;115;;Bär;Dorothee;1978;CSU
22.09.2013;116;;Bär;Karl;1985;GRÜNE
22.09.2013;117;;Baerbock;Annalena Charlotte Alma;1980;GRÜNE
22.09.2013;118;;Bärisch;Andreas;1981;PIRATEN
22.09.2013;119;;Bätge;Carsten;1967;PIRATEN
22.09.2013;120;;Bäther;Heiner;1969;DIE LINKE
22.09.2013;121;;Bätzing-Lichtenthäler;Sabine;1975;SPD
22.09.2013;122;;Bäuerle;Peter;1951;MLPD
22.09.2013;123;;Bäz-Dölle;Uwe;1966;NPD
22.09.2013;124;;Bahmann;Uwe;1958;AfD
22.09.2013;125;;Bahr;Daniel;1976;FDP
22.09.2013;126;;Bahr;Ulrike Renate Martina;1964;SPD
22.09.2013;127;;Bahtiri;Tatjana;1977;REP
22.09.2013;128;;Balbin;Björn-Christopher;1971;NPD
22.09.2013;129;;Balci;Osman;1963;BIG
22.09.2013;130;;Balck;Angelika;1972;RENTNER
22.09.2013;131;;Balck;Dieter;1941;RENTNER
22.09.2013;132;;Baldes;Franziska;1969;MLPD
22.09.2013;133;;Balg;Torsten;1971;ÖDP
22.09.2013;134;Dr. ;Balke;Michael;1954;AfD
22.09.2013;135;;Balke;Michael;1967;PIRATEN
22.09.2013;136;;Ballerstädt;Kay-Olaf;1980;FREIE WÄHLER
22.09.2013;137;;Bambach;Rüdiger Horst;1939;FDP
22.09.2013;138;Dr. ;Bank;Sabine;1954;FREIE WÄHLER
22.09.2013;139;;Bannert;Markus;1976;DIE LINKE
22.09.2013;140;;Bannert;Stefan;1966;DIE LINKE
22.09.2013;141;;Bante;Bernd;1964;SPD
22.09.2013;142;Dr. ;Barbas;Helena;1978;Die PARTEI
22.09.2013;143;;Barboucha;Ahmed;1964;BIG
22.09.2013;144;;Barchmann;Heinz-Joachim;1950;SPD
22.09.2013;145;;Bard;Dennis;1983;DIE LINKE
22.09.2013;146;;Bareiß;Thomas;1975;CDU
22.09.2013;147;;Barenhoff;Markus;1980;PIRATEN
22.09.2013;148;;Barimis;Michel;1987;MLPD
22.09.2013;149;;Barkauskas;Constantin;1980;REP
22.09.2013;150;Dr. ;Barley;Katarina;1968;SPD
22.09.2013;151;;Barnett;Doris;1953;SPD
22.09.2013;152;Dr. ;Barschdorf;Jens Uwe;1982;FDP
22.09.2013;153;Dr. ;Bartels;Hans-Peter;1961;SPD
22.09.2013;154;;Bartelt;Christian;1976;FDP
22.09.2013;155;;Barth;Cornelia;1958;DIE LINKE
22.09.2013;156;;Barth;Volker;1962;CDU
22.09.2013;157;;Barthel;Klaus;1955;SPD
22.09.2013;158;;Barthle;Norbert;1952;CDU
22.09.2013;159;;Bartholomé;Anna;1949;MLPD
22.09.2013;160;Dr. ;Bartke;Matthias;1959;SPD
22.09.2013;161;;Bartl;Franziska Andrea;1985;SPD
22.09.2013;162;;Bartol;Sören;1974;SPD
22.09.2013;163;Dr. ;Bartsch;Dietmar Gerhard;1958;DIE LINKE
22.09.2013;164;;Bartsch;Martin;1971;PIRATEN
22.09.2013;165;;Bartsch;Thomas;1960;DIE LINKE
22.09.2013;166;;Bartz;Julia;1984;CSU
22.09.2013;167;;Barutta;Bernhard Heinrich;1961;AfD
22.09.2013;168;;Barz;Monika;1953;GRÜNE
22.09.2013;169;;Bas;Bärbel;1968;SPD
22.09.2013;170;;Basibüyück;Aslan;1976;AfD
22.09.2013;171;;Bastian;Anke;1967;FREIE WÄHLER
22.09.2013;172;Dr. ;Bastian;Uwe;1957;PIRATEN
22.09.2013;173;;Bastian;Endrik;1964;PSG
22.09.2013;174;;Bastian;Thorsten Winfried;1972;AfD
22.09.2013;175;;Battke;Lutz;1958;NPD
22.09.2013;176;;Bauer;Adolf;1934;REP
22.09.2013;177;;Bauer;Alexander;1968;SPD
22.09.2013;178;;Bauer;Anna Sophia;1989;Die PARTEI
22.09.2013;179;;Bauer;Anneliese;1924;Volksabstimmung
22.09.2013;180;;Bauer;Carmelito Robert Josef;1994;PIRATEN
22.09.2013;181;;Bauer;Emil Karl Ekkehard;1953;MLPD
22.09.2013;182;;Bauer;Rainer;1950;REP
22.09.2013;183;;Bauer;Robert Karlheinz;1971;PIRATEN
22.09.2013;184;;Bauer;Robert Siegfried;1964;BP
22.09.2013;185;;Bauer;Stefan;1964;
22.09.2013;186;;Bauersfeld;Martin Gerhard;1950;
22.09.2013;187;;Baumann;Anna Elisabeth;1961;DIE VIOLETTEN
22.09.2013;188;;Baumann;Helmut Günter;1947;CDU
22.09.2013;189;;Baumann;Kai;1972;PIRATEN
22.09.2013;190;;Baumann;Natascha Colette;1977;FDP
22.09.2013;191;;Baumann;Otto;1947;AfD
22.09.2013;192;;Baumbach;Barbara;1960;CDU
22.09.2013;193;;Baumelt;Lothar;1951;
22.09.2013;194;;Baumgardt;Martin Patrick;1966;NPD
22.09.2013;195;;Baumgartner;Roman;1982;CDU
22.09.2013;196;;Baur;Dieter;1953;ÖDP
22.09.2013;197;;Baur;Jens;1979;NPD
22.09.2013;198;;Bayaz;Danyal;1983;GRÜNE
22.09.2013;199;;Bazi;Karel;1948;MLPD
22.09.2013;200;;Bech;Tamas Antal;1954;BüSo
22.09.2013;201;Dr. ;Bechert;Arthur;1964;CSU
22.09.2013;202;;Becht;Marcus;1971;ÖDP
22.09.2013;203;;Becht;Susanne;1974;ÖDP
22.09.2013;204;;Beck von der;Sabine;1963;GRÜNE
22.09.2013;205;;Beck;Marieluise;1952;GRÜNE
22.09.2013;206;;Beck;Tobias;1985;FDP
22.09.2013;207;;Beck;Volker;1960;GRÜNE
22.09.2013;208;;Becker;Antonius;1955;GRÜNE
22.09.2013;209;;Becker;Bernd;1958;SPD
22.09.2013;210;;Becker;Burkhard;1954;NPD
22.09.2013;211;;Becker;Dirk;1966;SPD
22.09.2013;212;Dr. ;Becker;Andreas;1958;ÖDP
22.09.2013;213;;Becker;Helmut;1970;AfD
22.09.2013;214;;Becker;Klaus-Christian;1942;ÖDP
22.09.2013;215;;Becker;Uwe;1954;Die PARTEI
22.09.2013;216;;Becker;Walter Aloys;1941;REP
22.09.2013;217;;Beckers;Ephraim;1995;Die PARTEI
22.09.2013;218;;Beckmann;Bert;1958;MLPD
22.09.2013;219;;Beckmann;Marius;1989;Die PARTEI
22.09.2013;220;;Beckmann;Markus;1988;
22.09.2013;221;;Beckmeyer;Uwe Karl;1949;SPD
22.09.2013;222;;Beermann;Maik;1981;CDU
22.09.2013;223;;Behlen;Jörg Hartmut;1968;FDP
22.09.2013;224;;Behn;Karl;1948;FDP
22.09.2013;225;;Behnke;Manfred;1948;PBC
22.09.2013;226;Dr. ;Behrendt;Hermann;1941;AfD
22.09.2013;227;;Behrendt;Volker;1967;ÖDP
22.09.2013;228;;Behrens;Eiko;1971;AfD
22.09.2013;229;;Behrens;Hans-Peter;1961;GRÜNE
22.09.2013;230;;Behrens;Herbert;1954;DIE LINKE
22.09.2013;231;;Behrens;Manfred;1956;CDU
22.09.2013;232;;Beier;Andreas;1971;
22.09.2013;233;;Beier;Julian Pascal;1994;PIRATEN
22.09.2013;234;;Beier;Klaus;1966;NPD
22.09.2013;235;;Beitlich;Sebastian;1977;PIRATEN
22.09.2013;236;Dr. ;Bell;Carl-Martin;1957;FREIE WÄHLER
22.09.2013;237;;Bella;Istvan;1945;ÖDP
22.09.2013;238;;Bellack;Arnold;1934;pro Deutschland
22.09.2013;239;;Bellmann;Veronika Maria;1960;CDU
22.09.2013;240;;Belz;Kristian;1978;NPD
22.09.2013;241;;Belz;Tim;1990;NPD
22.09.2013;242;;Bender;Birgitt;1956;GRÜNE
22.09.2013;243;;Bender;Julian;1985;SPD
22.09.2013;244;;Bender;Katja;1972;GRÜNE
22.09.2013;245;;Bender;Rüdiger;1960;GRÜNE
22.09.2013;246;Dr. ;Benecke;Mark;1970;Die PARTEI
22.09.2013;247;;Benecke;Johann;1986;Die PARTEI
22.09.2013;248;;Benedikter;Manfred;1981;CDU
22.09.2013;249;;Benkert;Daniel Udo;1976;Die PARTEI
22.09.2013;250;;Benkowitsch;Emmerich;1955;FREIE WÄHLER
22.09.2013;251;;Benndorf;Klaus;1954;PIRATEN
22.09.2013;252;;Benning;Sybille Maria Ursula;1961;CDU
22.09.2013;253;;Benz;Markus;1955;DIE VIOLETTEN
22.09.2013;254;;Benz;Rolf;1949;pro Deutschland
22.09.2013;255;Prof. Dr. ;Benzel;Wolfgang;1967;CDU
22.09.2013;256;;Ber;Dieter Josef;1941;AfD
22.09.2013;257;;Berberich;Alexander Wanja;1989;Die PARTEI
22.09.2013;258;;Berberich;Patrick;1979;CDU
22.09.2013;259;;Berbig;Miro Volker;1964;DIE LINKE
22.09.2013;260;;Berg van den;Wiebke;1987;PIRATEN
22.09.2013;261;Dr. ;Berg;Hans-Joachim;1948;AfD
22.09.2013;262;;Berg;Lars;1966;AfD
22.09.2013;263;;Berg;Ronald;1966;FREIE WÄHLER
22.09.2013;264;;Berger;Frank;1976;FDP
22.09.2013;265;;Berger;Maren Babet;1968;GRÜNE
22.09.2013;266;Dr. ;Berghegger;André;1972;CDU
22.09.2013;267;;Bergholz;Andreas;1992;PIRATEN
22.09.2013;268;;Bergmann;Thomas;1966;ÖDP
22.09.2013;269;Dr. ;Bergner;Christoph Georg;1948;CDU
22.09.2013;270;;Berha;Nikolaus;1945;NPD
22.09.2013;271;;Bering;Axel;1962;FDP
22.09.2013;272;;Berkhan;Monika;1956;GRÜNE
22.09.2013;273;;Berkhout;Volker;1981;PIRATEN
22.09.2013;274;;Berlingen;Ralf;1967;FDP
22.09.2013;275;Dr. ;Berndt;Michael-Tillmann;1956;PIRATEN
22.09.2013;276;;Berndt;Wolfgang Herbert Josef;1949;DIE LINKE
22.09.2013;277;;Bernhard;Bettina;1961;FREIE WÄHLER
22.09.2013;278;;Berns;Wolfgang;1948;FDP
22.09.2013;279;;Bernschneider;Florian;1986;FDP
22.09.2013;280;;Bernshausen;Ina Nadine;1979;GRÜNE
22.09.2013;281;;Bersch;Johannes;1954;REP
22.09.2013;282;;Bertini;Rainer;1967;FREIE WÄHLER
22.09.2013;283;;Bertram;Ute;1961;CDU
22.09.2013;284;;Berweiler;Jan;1977;Die PARTEI
22.09.2013;285;;Besser;Helmut;1951;FREIE WÄHLER
22.09.2013;286;;Besserer;Friedlinde;1953;REP
22.09.2013;287;;Bestehorn;Harald;1962;NPD
22.09.2013;288;;Bethke;Christian;1978;PIRATEN
22.09.2013;289;;Betz;Thomas Georg;1960;AfD
22.09.2013;290;;Betzler;Anton;1953;PIRATEN
22.09.2013;291;;Beuermann;Bärbel;1955;DIE LINKE
22.09.2013;292;;Beuthel;Rainer;1950;DIE LINKE
22.09.2013;293;;Beutin;Lorenz Gösta;1978;DIE LINKE
22.09.2013;294;Dr. ;Beyer;Richard Alexander;1969;FREIE WÄHLER
22.09.2013;295;;Beyer;Katja;1984;PIRATEN
22.09.2013;296;;Beyer;Peter;1970;CDU
22.09.2013;297;;Bezler;Thomas;1966;DIE VIOLETTEN
22.09.2013;298;;Bieberstein Marschall von;Matern;1962;CDU
22.09.2013;299;;Biedermann;Lucia;1981;FDP
22.09.2013;300;;Bielang;Dieter;1961;AfD
22.09.2013;301;;Bielig-Schultz;Susanne;1960;AfD
22.09.2013;302;;Bienia;Nathanael;1990;PIRATEN
22.09.2013;303;;Bierbaum;Maximilian;1991;GRÜNE
22.09.2013;304;;Bieser;Ursula;1963;AfD
22.09.2013;305;;Biesterfeld;Dietlind Juliane;1968;SPD
22.09.2013;306;;Biewer;Leo;1958;CDU
22.09.2013;307;;Bihler;Michael;1979;CSU
22.09.2013;308;;Bilger;Steffen;1979;CDU
22.09.2013;309;Dr. ;Binder;Michaela;1966;DIE FRAUEN
22.09.2013;310;;Binder;Karin;1957;DIE LINKE
22.09.2013;311;;Binder;Kuno Alois Anton;1941;ÖDP
22.09.2013;312;;Binder;Raimund;1964;ÖDP
22.09.2013;313;;Bindges;Anja;1963;SPD
22.09.2013;314;;Binding;Lothar;1950;SPD
22.09.2013;315;;Binner;Karlheinz;1967;ÖDP
22.09.2013;316;;Binninger;Clemens;1962;CDU
22.09.2013;317;;Birke;Helmut Gerhard;1954;AfD
22.09.2013;318;;Birke;Holger;1964;BüSo
22.09.2013;319;;Birkner;Jan-Hendrik;1980;Die PARTEI
22.09.2013;320;;Birkwald;Matthias W.;1961;DIE LINKE
22.09.2013;321;;Birr;Harald;1959;SPD
22.09.2013;322;;Bisanz;Burkhard;1958;SPD
22.09.2013;323;;Bischeff;Grischa;1979;DIE LINKE
22.09.2013;324;;Bischoff;Stephan;1983;GRÜNE
22.09.2013;325;;Bist;Andreas;1978;FDP
22.09.2013;326;;Bittel;Günther;1953;MLPD
22.09.2013;327;;Bitzer;Kai Steffen;1973;GRÜNE
22.09.2013;328;;Blackman;Paul Michael;1949;Bündnis21/RRP
22.09.2013;329;;Blank;Otto Paul Hans;1946;Bündnis21/RRP
22.09.2013;330;;Blankenburg;Moroni;1954;NPD
22.09.2013;331;;Blankenheim;Bernhard;1951;NPD
22.09.2013;332;;Blasi;Martin;1967;FREIE WÄHLER
22.09.2013;333;;Bleser;Peter;1952;CDU
22.09.2013;334;Dr. ;Blex;Christian;1975;AfD
22.09.2013;335;;Blienert;Burkhard;1966;SPD
22.09.2013;336;Prof. Dr. ;Bloching;Micha Manuel;1968;VERNUNFT
22.09.2013;337;;Blöchinger;Klaus;1967;VERNUNFT
22.09.2013;338;;Blömer;Dennis;1983;NPD
22.09.2013;339;;Blümel;Thomas;1965;SPD
22.09.2013;340;;Bluhm;Heidrun;1958;DIE LINKE
22.09.2013;341;;Blum;Rainer;1969;GRÜNE
22.09.2013;342;;Blumenthal;Sebastian;1974;FDP
22.09.2013;343;;Blumentritt;Volker;1946;SPD
22.09.2013;344;;Blumer;Jürgen;1958;MLPD
22.09.2013;345;;Blusch;Uwe;1960;Tierschutzpartei
22.09.2013;346;;Bock;Alexander;1987;PIRATEN
22.09.2013;347;Dr. ;Bock;Inge Ursula;1958;AfD
22.09.2013;348;;Bockhahn;Steffen;1978;DIE LINKE
22.09.2013;349;;Bodem;Barbara;1957;ÖDP
22.09.2013;350;;Bodewig;Philippe;1986;NPD
22.09.2013;351;;Böck;Daniel;1992;DIE LINKE
22.09.2013;352;;Böckel;Hans-Martin;1973;PIRATEN
22.09.2013;353;;Boeddinghaus;Kai Manuel;1959;DIE LINKE
22.09.2013;354;;Böddinghaus;Sabine;1957;DIE LINKE
22.09.2013;355;;Bögel-Hoyer;Claudia;1961;FDP
22.09.2013;356;;Böhlke;Stephan;1978;pro Deutschland
22.09.2013;357;;Böhm;Michael Ralf;1970;PIRATEN
22.09.2013;358;;Böhme;Andreas;1960;FREIE WÄHLER
22.09.2013;359;;Böhme;Matteo;1982;FDP
22.09.2013;360;;Böhme;Wolfgang Dieter;1951;DIE LINKE
22.09.2013;361;Prof. Dr. ;Böhmer;Maria;1950;CDU
22.09.2013;362;Dr. ;Böhning;Volker;1948;FREIE WÄHLER
22.09.2013;363;;Boenigk;Natalina;1959;CDU
22.09.2013;364;;Börm;Manfred;1950;NPD
22.09.2013;365;;Boerner;Thomas;1969;PBC
22.09.2013;366;;Börs;Peter;1944;NPD
22.09.2013;367;Dr. ;Börsch-Supan;Eva;1932;ÖDP
22.09.2013;368;;Börst-Harder;Petra;1965;SPD
22.09.2013;369;;Boes;Ralph Kurt;1957;
22.09.2013;370;;Bötcher;Detlev;1969;PIRATEN
22.09.2013;371;;Böth;Gunhild;1952;DIE LINKE
22.09.2013;372;Dr. ;Böttger;Ute Gertraud;1956;ÖDP
22.09.2013;373;;Bogdanovic;Nikola;1968;BüSo
22.09.2013;374;;Bogendorff von Wolffersdorff;Nabiel Peter;1963;AfD
22.09.2013;375;;Bognar;Julia;1983;SPD
22.09.2013;376;;Bogner;Andrea Beate;1961;PIRATEN
22.09.2013;377;;Bohn;Volker;1951;DIE LINKE
22.09.2013;378;;Bohne;Jörg;1953;AfD
22.09.2013;379;;Bohnenkamp;Hermann;1956;PBC
22.09.2013;380;;Bois du;Elke;1959;FREIE WÄHLER
22.09.2013;381;;Bok;Karl-Heinz;1951;ÖDP
22.09.2013;382;;Bokor;Florian;1975;PIRATEN
22.09.2013;383;;Boleslawsky;Kathrin Anke;1971;GRÜNE
22.09.2013;384;;Bolle;Rainer;1962;AfD
22.09.2013;385;;Bolte;Jürgen;1950;NPD
22.09.2013;386;;Bolte;Richard;1972;REP
22.09.2013;387;;Boltze;Andreas;1987;NPD
22.09.2013;388;;Bolz;Erhard;1940;Bündnis21/RRP
22.09.2013;389;;Bolz;Wolfgang;1941;Bündnis21/RRP
22.09.2013;390;;Bombeck;Johannes;1962;ÖDP
22.09.2013;391;;Bommel;Lutz;1969;PIRATEN
22.09.2013;392;;Bongardt;Gisela;1940;FREIE WÄHLER
22.09.2013;393;;Boom;Andreas Stefan;1959;AfD
22.09.2013;394;;Borchardt;Alf-Heinz;1953;FDP
22.09.2013;395;;Borchert;Daniel;1992;DIE RECHTE
22.09.2013;396;;Borgwardt;Sonja Angela;1951;MLPD
22.09.2013;397;;Born;Daniel;1975;SPD
22.09.2013;398;;Born;Helmut;1952;DIE LINKE
22.09.2013;399;;Born;Thomas;1983;BüSo
22.09.2013;400;;Borrmann;Marco;1978;NPD
22.09.2013;401;;Boruzs;Christiane;1971;AfD
22.09.2013;402;;Bosbach;Wolfgang;1952;CDU
22.09.2013;403;;Boseld;Hans Joachim;1952;NPD
22.09.2013;404;;Bossler;Ulrich;1963;FREIE WÄHLER
22.09.2013;405;;Bothe;Vinzenz;1983;CDU
22.09.2013;406;;Botzenhardt;Harry Hermann;1956;PIRATEN
22.09.2013;407;;Bouillon;Elke;1963;GRÜNE
22.09.2013;408;;Boxler;Stefan;1964;GRÜNE
22.09.2013;409;;Boyens;Stephan;1962;AfD
22.09.2013;410;;Bozkurt;Gonca;1972;BIG
22.09.2013;411;;Boztemur;Serdar;1989;DIE LINKE
22.09.2013;412;;Braatz;Benjamin;1978;PIRATEN
22.09.2013;413;;Bracht;Werner;1949;
22.09.2013;414;;Bracht-Bendt;Nicole;1959;FDP
22.09.2013;415;;Brackmann;Norbert;1954;CDU
22.09.2013;416;;Brade;Andreas Jens;1966;CDU
22.09.2013;417;;Brähmig;Klaus Peter;1957;CDU
22.09.2013;418;;Bräutigam;Georg;1955;FREIE WÄHLER
22.09.2013;419;;Brand;Jörg;1972;FREIE WÄHLER
22.09.2013;420;;Brand;Kurt Karl Wilhelm;1964;AfD
22.09.2013;421;;Brand;Michael;1973;CDU
22.09.2013;422;;Brandenburg;Jens;1986;FDP
22.09.2013;423;;Brandenstein;Pierre Claude René;1968;CDU
22.09.2013;424;;Brandes;Jan Uwe Andreas;1959;AfD
22.09.2013;425;;Brandin;Birgit;1961;AfD
22.09.2013;426;;Brandl;Anton;1962;FDP
22.09.2013;427;Dr. ;Brandl;Reinhard;1977;CSU
22.09.2013;428;;Brandt;Achim;1965;Volksabstimmung
22.09.2013;429;;Brandt;Alexander;1975;PIRATEN
22.09.2013;430;;Brandt;Helmut;1950;CDU
22.09.2013;431;;Brandt;Kathrin;1987;CDU
22.09.2013;432;;Brandt;Robert;1951;DIE LINKE
22.09.2013;433;;Brandtner;Bernd;1968;GRÜNE
22.09.2013;434;Dr. ;Brantner;Franziska;1979;GRÜNE
22.09.2013;435;;Brase;Willi;1951;SPD
22.09.2013;436;;Brateanu;Alexander Marcel;1991;PIRATEN
22.09.2013;437;;Brauchle;Roman;1980;PIRATEN
22.09.2013;438;;Brauer;Stephen;1970;FDP
22.09.2013;439;;Braukmüller;Rolf-Dieter;1947;AfD
22.09.2013;440;Dr. ;Brauksiepe;Ralf Wolfgang;1967;CDU
22.09.2013;441;;Braun;Adolf;1949;CDU
22.09.2013;442;;Braun;Christian;1985;PIRATEN
22.09.2013;443;Dr. ;Braun;Helge Reinhold;1972;CDU
22.09.2013;444;;Braun;Gabriele;1956;DIE LINKE
22.09.2013;445;;Braun;Martin;1990;NPD
22.09.2013;446;;Braun;Michael;1965;GRÜNE
22.09.2013;447;;Braun;Petra;1957;MLPD
22.09.2013;448;;Braunert;Oscar;1990;Die PARTEI
22.09.2013;449;;Brauwers;Johannes Wilhelm;1949;Die PARTEI
22.09.2013;450;;Brechlin;Jörg;1972;VERNUNFT
22.09.2013;451;;Breckel;Kerstin;1975;NPD
22.09.2013;452;;Brehmer;Heike;1962;CDU
22.09.2013;453;;Breil;Klaus;1945;FDP
22.09.2013;454;;Breitschu;Andreas;1982;PIRATEN
22.09.2013;455;;Brems;Gerd;1952;FDP
